Unnamed: 0,"name Audemars Piguet Royal Oak Offshore Chronograph 
'25th Anniversary'",price,brand,model,ref,mvmt,casem,bracem,yop,cond,sex,size,condition
10571,"Audemars Piguet Royal Oak
2023 New Release White Gold Light Blue Ice Dial 15510BC Audemars Piguet Royal Oak Chronograph
Unworn Frosted Yellow Gold Royal Oak Chronograph","$112,995",Audemars Piguet,Royal Oak,15510BC.OO.1320BC.02,unknown,unknown,unknown,2023,New,Men's watch/Unisex,unknown,unknown
10573,"Audemars Piguet Royal Oak Offshore Chronograph
2023 New Release Black Ceramic Royal Oak Offshore Selfwinding Chronograph Audemars Piguet Royal Oak Chronograph
Rose Gold Factory Diamond Set Royal Oak Selfwinding Chronograph Diamond Set","$131,995",Audemars Piguet,Royal Oak Offshore Chronograph,26238CE.OO.1300CE.01,unknown,unknown,unknown,2023,New,Men's watch/Unisex,unknown,unknown
10575,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
Frosted Gold Royal Oak Double Balance Wheel Openworked Audemars Piguet Royal Oak
37mm Yellow Gold Tiffany Blue Stone Dial","$224,999",Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15466BC.GG.1259BC.01,unknown,unknown,unknown,Unknown,New,unknown,37 mm,unknown
10577,"Audemars Piguet Royal Oak
2023 New Unworn Non Anniversary Green Dial Royal Oak 15510st 41mm Steel Audemars Piguet Royal Oak
2023 New Unworn Royal Oak Blue Dial 37mm Steel 15550ST","$54,999",Audemars Piguet,Royal Oak,15510ST.OO.1320ST.04,unknown,unknown,unknown,2023,New,Men's watch/Unisex,41 mm,unknown
10579,"Audemars Piguet Royal Oak Selfwinding
New Unworn 2022 Royal Oak Grey Dial 41mm Stainless Steel Selfwinding Audemars Piguet Royal Oak Offshore Chronograph
Unworn Blue Dial Rose Gold Royal Oak Offshore Chronograph 26238or","$41,994",Audemars Piguet,Royal Oak Selfwinding,15500ST.OO.1220ST.02,unknown,unknown,unknown,2022,New,Men's watch/Unisex,41 mm,unknown
10581,"Audemars Piguet Royal Oak Selfwinding
2023 New Unworn Ice Tiffany Blue 37mm Steel Royal Oak Selfwinding Audemars Piguet Royal Oak Jumbo
Non Anniversary Rose Gold 39mm Royal Oak Jumbo Smoke Brown Dial","$54,999",Audemars Piguet,Royal Oak Selfwinding,15550ST.OO.1356ST.08,unknown,unknown,unknown,2023,New,unknown,unknown,unknown
10583,"Audemars Piguet Royal Oak
2023 Royal Oak Blue Dial 41mm Steel 15510st Audemars Piguet Royal Oak Chronograph
50th Anniversary Blue Dial Rose Gold Royal Oak Chronograph 41mm","$54,495",Audemars Piguet,Royal Oak,15510ST.OO.1320ST.06,unknown,unknown,unknown,2023,New,Men's watch/Unisex,41 mm,unknown
10585,"Audemars Piguet Royal Oak Jumbo
2023 16202ST Blue Dial Royal Oak ""Jumbo"" Extra-thin Steel 39mm Audemars Piguet Royal Oak Jumbo
2023 Unworn New Rose Gold 39mm Royal Oak Jumbo Extra Thin","$87,999",Audemars Piguet,Royal Oak Jumbo,16202ST.OO.1240ST.02,unknown,unknown,unknown,2023,New,Men's watch/Unisex,39 mm,unknown
10587,"Audemars Piguet Royal Oak
New Unworn Grey Dial 41mm Audemars Piguet Steel Royal Oak Audemars Piguet Royal Oak
50th Anniversary Blue Dial Rose Gold Royal Oak 41mm","$44,495",Audemars Piguet,Royal Oak,15510ST.OO.1320ST.05,unknown,unknown,unknown,2022,New,Men's watch/Unisex,41 mm,unknown
10589,"Audemars Piguet Royal Oak
2023 New Unworn 15510or Rose Gold Black Leather Strap Royal Oak 41mm Audemars Piguet Royal Oak Selfwinding
New Unworn 2023 Blue Dial Rose Gold Rotor 41mm Steel Royal Oak Selfwinding","$58,999",Audemars Piguet,Royal Oak,15510OR.OO.D002CR.02,unknown,unknown,unknown,2023,New,unknown,unknown,unknown
10591,"Audemars Piguet Royal Oak Chronograph
2023 New Unworn Rose Gold Rotor 26240ST Steel Black Dial Royal Oak Chronograph Audemars Piguet Royal Oak
2023 New Unworn 41mm White Dial Royal Oak 15510st","$55,999",Audemars Piguet,Royal Oak Chronograph,26240ST.OO.1320ST.06,unknown,unknown,unknown,2023,New,Men's watch/Unisex,41 mm,unknown
10593,"Audemars Piguet Royal Oak Jumbo
New Unworn 2023 39mm Royal Oak Jumbo Steel 16202 New Release Audemars Piguet Royal Oak Chronograph
White Dial Rose Gold Rotor White Dial Royal Oak Selfwinding Chronograph 41mm","$87,999",Audemars Piguet,Royal Oak Jumbo,16202ST.OO.1240ST.01,unknown,unknown,unknown,2023,New,Men's watch/Unisex,39 mm,unknown
10595,"Audemars Piguet Royal Oak Chronograph
Rose Gold Rotor 41mm Chronograph Black Dial Strap Royal Oak 26240or Audemars Piguet Royal Oak Chronograph
2023 Full Set New Unworn 41mm 26240st White Dial Royal Oak Chronograph","$76,999",Audemars Piguet,Royal Oak Chronograph,26240OR.OO.D002CR.01,unknown,unknown,unknown,2022,New,Men's watch/Unisex,41 mm,unknown
10597,"Audemars Piguet Royal Oak Chronograph
Complete Set New Unworn 41mm Steel Royal Oak Selfwinding Chronograph Blue Dial Audemars Piguet Royal Oak Selfwinding
2023 New Unworn Full Set Grey Dial Royal Oak Selfwinding Gray","$63,999",Audemars Piguet,Royal Oak Chronograph,26240ST.OO.1320ST.05,unknown,unknown,unknown,2023,New,Men's watch/Unisex,41 mm,unknown
10599,"Audemars Piguet Royal Oak
2023 Unworn Black Dial 41mm Royal Oak 15510st Audemars Piguet Royal Oak Chronograph
2023 Rose Gold Rotor Non Anniversary 41mm Steel Royal Oak Selfwinding Chronograph Blue","$44,999",Audemars Piguet,Royal Oak,15510ST.OO.1320ST.07,unknown,unknown,unknown,2023,New,Men's watch/Unisex,41 mm,unknown
10601,"Audemars Piguet Royal Oak Offshore Chronograph
'Juan Pablo' 26030RO.OO.D001IN.01 Audemars Piguet Tradition
Perpetual Calendar Platinum 47mm 26051PT Full Set",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,26030RO.OO.D001IN.01,Automatic,Rose gold,Leather,Unknown,unknown,unknown,42 mm,unknown
10603,"Audemars Piguet Royal Oak Offshore Chronograph
""Lebron James"" Limited to 600pcs 26210OI.OO.A109CR.01 Audemars Piguet Royal Oak Lady
Quartz 33mm 9.25Ct Custom Diamonds Ladies Watch No Date",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,26210OI.OO.A109CR.01,Automatic,Rose gold,Rubber,Unknown,Very good,unknown,44 mm,unknown
10605,"Audemars Piguet Royal Oak Selfwinding
Black Dial Stainless Steel 41mm SelfWinding Audemars Piguet Royal Oak Selfwinding
41mm 18K Rose Gold Black Dial Leather Strap","$38,500",Audemars Piguet,Royal Oak Selfwinding,15400st.oo.1220st.01,unknown,unknown,unknown,2012 (Approximation),Very good,Men's watch/Unisex,41 mm,unknown
10607,"Audemars Piguet Royal Oak Chronograph
26331IP.OO.1220IP.01 Audemars Piguet Royal Oak Offshore Chronograph
Rubberclad 42mm Steel Silver Dial Watch 25940SK.OO.D002CA.01","$135,000",Audemars Piguet,Royal Oak Chronograph,26331IP.OO.1220IP.01,unknown,unknown,unknown,2018,Very good,Men's watch/Unisex,41 mm,unknown
10609,"Audemars Piguet Royal Oak Chronograph
26331ST.OO.1220ST.02 Audemars Piguet Royal Oak Chronograph
SelfWiding Chronograph 38mm Limited edition of 100 pcs 26317BC.OO.1256BC.01","$56,000",Audemars Piguet,Royal Oak Chronograph,26331ST.OO.1220ST.02,unknown,unknown,unknown,Unknown,Good,Men's watch/Unisex,41 mm,unknown
10611,"Audemars Piguet Royal Oak Chronograph
26331ST.OO.1220ST.02 Audemars Piguet Royal Oak Selfwinding
Men's Watch - 41mm - Stainless Steel - Silver Dial - Calibre 3120","$62,150",Audemars Piguet,Royal Oak Chronograph,26331ST.OO.1220ST.02,unknown,unknown,unknown,Unknown,Unworn,Men's watch/Unisex,41 mm,unknown
10613,"Audemars Piguet Royal Oak Offshore Chronograph
Rubberclad 42mm Steel Silver Dial Watch 25940SK.OO.D002CA.02.A Audemars Piguet Royal Oak Offshore Chronograph
Silver Dial Steel 25721ST.OO.1000ST.07","$23,100",Audemars Piguet,Royal Oak Offshore Chronograph,25940SK.OO.D002CA.02.A,unknown,unknown,unknown,Unknown,Very good,Men's watch/Unisex,42 mm,unknown
10615,"Audemars Piguet Royal Oak Selfwinding
41mm 15400ST.OO.1220ST.02 Black Dial 2014 Audemars Piguet Royal Oak Chronograph
41mm Silver Dial 26320ST.OO.1220ST.02","$49,000",Audemars Piguet,Royal Oak Selfwinding,15400ST.OO.1220ST.02,unknown,unknown,unknown,2014,Good,Men's watch/Unisex,41 mm,unknown
10617,"Audemars Piguet Royal Oak Offshore Chronograph
Rubberclad 42mm Steel Silver Dial Watch 25940SK.OO.D002CA.01 Audemars Piguet Royal Oak Chronograph
41mm Silver Dial 26320ST.OO.1220ST.02","$23,900",Audemars Piguet,Royal Oak Offshore Chronograph,25940SK.OO.D002CA.01,unknown,unknown,unknown,2001 (Approximation),Very good,Men's watch/Unisex,42 mm,unknown
10619,"Audemars Piguet Royal Oak Concept
Tourbillon Chronograph 26223TI.OO.D099CR.01 Audemars Piguet Royal Oak Concept
Tourbillon 26265FO.OO.D002CR.01","$219,000",Audemars Piguet,Royal Oak Concept,26223TI.OO.D099CR.01,unknown,unknown,unknown,2016,Very good,Men's watch/Unisex,44 mm,unknown
10621,"Audemars Piguet Royal Oak Perpetual Calendar
Salmon 26615TI.OO.1220TI.01 Audemars Piguet Royal Oak Chronograph
Frosted Gold Selfwinding Chronograph 26239BC.GG.1224BC.01","$359,000",Audemars Piguet,Royal Oak Perpetual Calendar,26615TI.OO.1220TI.01,unknown,unknown,unknown,Unknown,Unworn,Men's watch/Unisex,41 mm,unknown
10623,"Audemars Piguet Royal Oak Selfwinding
41mm 15400ST.OO.1220ST.02 Black Dial Audemars Piguet Royal Oak Chronograph
39mm Silver Tonned Dial Ref. 26022OR.OO.D098CR.01","$49,000",Audemars Piguet,Royal Oak Selfwinding,15400ST.OO.1220ST.02,unknown,unknown,unknown,Unknown,Very good,Men's watch/Unisex,41 mm,unknown
10625,"Audemars Piguet Royal Oak Chronograph
Frosted Gold Chronograph 26239BC.GG.1224BC.02 Audemars Piguet Royal Oak Chronograph
Silver 'Grande Tapisserie' Dial 26320OR.OO.D088CR.01 Rubber Band","$235,000",Audemars Piguet,Royal Oak Chronograph,26239BC.GG.1224BC.02,unknown,unknown,unknown,Unknown,Unworn,Men's watch/Unisex,41 mm,unknown
10627,"Audemars Piguet Royal Oak Chronograph
39mm Ref. 26022OR.OO.D098CR.01 Audemars Piguet Royal Oak Offshore Chronograph
26402CB.OO.A010CA.01","$54,000",Audemars Piguet,Royal Oak Chronograph,26022OR.OO.D088CR.01,unknown,unknown,unknown,2007,Very good,Men's watch/Unisex,39 mm,unknown
10629,"Audemars Piguet Royal Oak Offshore Chronograph
Survivor Chronograph 26165IO.OO.A002CA.01 Audemars Piguet Royal Oak Offshore Chronograph
44mm Complete Set",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,26165IO.OO.A002CA.01,Automatic,Titanium,Rubber,Unknown,unknown,unknown,42 mm,unknown
10631,"Audemars Piguet Royal Oak Offshore Diver
15710st Complete with Service History Audemars Piguet Royal Oak Offshore Diver
15710ST","$26,995",Audemars Piguet,Royal Oak Offshore Diver,15710ST.OO.A002CA.02,unknown,unknown,unknown,2016,Very good,Men's watch/Unisex,42 mm,unknown
10633,"Audemars Piguet Royal Oak Offshore Chronograph
 'Sachin Tendulkar' 26182ST.OO.D018CR.01 Audemars Piguet Royal Oak Offshore Chronograph
Black Ceramic Yellow Gold 26420CE.OO.A127CR.01",Price on request,Audemars Piguet,Royal Oak Offshore Chronograph,26182ST.OO.D018CR.01,Automatic,Steel,Leather,Unknown,Very good,unknown,44 mm,unknown
10635,"Audemars Piguet Royal Oak Selfwinding
41mm White Dial 15400ST.OO.1220ST.96 Audemars Piguet Royal Oak Double Balance Wheel Openworked
15467OR.OO.1256OR.01","$33,000",Audemars Piguet,Royal Oak Selfwinding,unknown,Automatic,Steel,Steel,Unknown,Very good,unknown,41 mm,unknown
10637,"Audemars Piguet Royal Oak Offshore
Grande Complication Perpetual Calendar Piece Unique 26582CB.OO.A010CA.01 Audemars Piguet Royal Oak Double Balance Wheel Openworked
Frosted Yellow Gold 15412BA.ZG.1224BA.01","$1,350,000",Audemars Piguet,Royal Oak Offshore,26582CB.OO.A010CA.01,Automatic,Ceramic,Rubber,Unknown,New,unknown,44 mm,unknown
10639,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
Baguette Bezel 15412BC.ZZ.1220BC.01 Audemars Piguet Royal Oak Double Balance Wheel Openworked
Rainbow Baguette Frosted Yellow Gold 15412BA.YG.1224BA.01","$364,995",Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15412BC.ZZ.1220BC.01,Automatic,White gold,White gold,2022,Unworn,unknown,41 mm,unknown
10641,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
Rainbow Bezel Frosted White Gold 15412BC.YG.1224BC.03 Audemars Piguet Royal Oak Double Balance Wheel Openworked
Baguette 15412OR.ZZ.1220OR.01","$649,000",Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15412BC.YG.1224BC.03,Automatic,White gold,White gold,2022,Unworn,unknown,41 mm,unknown
10643,"Audemars Piguet Royal Oak Chronograph
38mm Amethyst Dial 26319OR.AY.1256OR.01 Audemars Piguet Royal Oak Chronograph
41mm Steel Green Dial 26240ST.OO.1320ST.08","$375,000",Audemars Piguet,Royal Oak Chronograph,26319OR.AY.1256OR.01,Automatic,Rose gold,Rose gold,Unknown,unknown,unknown,38 mm,unknown
10645,"Audemars Piguet Royal Oak Selfwinding
Blue Dial Diamond Bezel 15551ST.ZZ.1356ST.05 Audemars Piguet Royal Oak Offshore Tourbillon Chronograph
Limited to 50pcs 26421ST.OO.A002CA.01","$55,400",Audemars Piguet,Royal Oak Selfwinding,15551ST.ZZ.1356ST.05,Automatic,Steel,Steel,2023,New,unknown,37 mm,unknown
10647,"Audemars Piguet Royal Oak Selfwinding
41mm Steel Grey Dial 15500ST.OO.1220ST.02 Audemars Piguet Royal Oak Selfwinding
Rose Gold Black Dial 41mm 15500OR.OO.1220OR.01 (2017)","$45,900",Audemars Piguet,Royal Oak Selfwinding,15500ST.OO.1220ST.02,Automatic,Steel,Steel,Unknown,unknown,unknown,41 mm,unknown
10649,"Audemars Piguet Royal Oak
Openworked Frosted Rose Gold Rainbow Bezel 15468OR.YG.1259OR.01 Audemars Piguet Royal Oak Offshore Diver
Stainless Steel Grey Dial 15720ST.OO.A009CA.01","$245,000",Audemars Piguet,Royal Oak,15468OR.YG.1259OR.01,Automatic,Rose gold,Rose gold,2022,Very good,unknown,37 mm,unknown
10651,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
15407ST.OO.1220ST.01 Audemars Piguet Royal Oak Chronograph
Rose Gold Silver Dial Diamond Bezel 26315OR.ZZ.1256OR.01","$145,000",Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15407ST.OO.1220ST.01,Automatic,Steel,Rubber,Unknown,unknown,unknown,41 mm,unknown
10653,"Audemars Piguet Royal Oak Offshore Chronograph
43mm Titanium Blue Dial 26420TI.OO.A027CA.01 Audemars Piguet Royal Oak Double Balance Wheel Openworked
15407ST.OO.1220ST.01","$43,100",Audemars Piguet,Royal Oak Offshore Chronograph,26420TI.OO.A027CA.01,Automatic,Titanium,Rubber,2021,New,unknown,43 mm,unknown
10655,"Audemars Piguet Royal Oak Selfwinding
41mm Steel White Dial 15510ST.OO.1320ST.08 Audemars Piguet Royal Oak Offshore Chronograph
Limited Edition Michael Schumacher 26568OM.OO.A004CA.01","$45,400",Audemars Piguet,Royal Oak Selfwinding,15510ST.OO.1320ST.08,Automatic,Steel,Steel,2023,New,unknown,41 mm,unknown
10657,"Audemars Piguet Royal Oak Chronograph
41mm Steel White Dial 26331ST.OO.1220ST.03 (2017) Audemars Piguet Royal Oak Chronograph
""50th Anniversary"" 26240ST.OO.1320ST.01","$49,000",Audemars Piguet,Royal Oak Chronograph,26331ST.OO.1220ST.03,Automatic,Steel,Steel,2017,Very good,unknown,41 mm,unknown
10659,"Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph Black Dial 26240ST.OO.1320ST.06 Audemars Piguet Royal Oak Perpetual Calendar
39mm Steel Smooth Grey Dial 25820ST.O.0944ST.01","$57,000",Audemars Piguet,Royal Oak Chronograph,26240ST.OO.1320ST.06,Automatic,Steel,Steel,2022,New,unknown,41 mm,unknown
10661,"Audemars Piguet Royal Oak Jumbo
'Jumbo' Extra Thin 39mm White Gold Pink Toned Dial 15202BC.OO.1240BC.01 Audemars Piguet Royal Oak Chronograph
Selfwinding Chronograph 41mm Steel Blue Dial 26331ST.OO.1220ST.01","$188,000",Audemars Piguet,Royal Oak Jumbo,15202BC.OO.1240BC.01,Automatic,White gold,White gold,Unknown,unknown,unknown,39 mm,unknown
10663,"Audemars Piguet Royal Oak Offshore Chronograph
Rose Gold 26400RO.OO.A002CA.01 Audemars Piguet Royal Oak Double Balance Wheel Openworked
Baguette Diamond 15417OR.ZZ.1267OR.01.A","$45,500",Audemars Piguet,Royal Oak Offshore Chronograph,26400RO.OO.A002CA.01,Automatic,Rose gold,Rubber,2012,Very good,unknown,44 mm,unknown
10665,"Audemars Piguet Royal Oak Perpetual Calendar
Blue Ceramic 26579CS.OO.1225CS.01 Audemars Piguet Royal Oak Jumbo
""Jumbo"" Extra-Thin Steel Blue Dial 16202ST.OO.1240ST.02","$635,000",Audemars Piguet,Royal Oak Perpetual Calendar,26579CS.OO.1225CS.01,Automatic,Ceramic,Ceramic,Unknown,New,unknown,41 mm,unknown
10667,"Audemars Piguet Royal Oak Chronograph
Steel White Dial 41mm 26240ST.OO.1320ST.07 Audemars Piguet Royal Oak Concept
Split Second Chronograph GMT Large Date Titanium 26650TI.OO.D013CA.01","$51,700",Audemars Piguet,Royal Oak Chronograph,26240ST.OO.1320ST.07,Automatic,Steel,Steel,2023,New,unknown,41 mm,unknown
10669,"Audemars Piguet Royal Oak Perpetual Calendar
Rose Gold Rainbow Bezel Black Dial 26614OR.YY.1220OR.01 Limited to 20pcs Audemars Piguet Royal Oak Selfwinding
37mm Steel White Dial 15450ST.OO.1256ST.01","$580,000",Audemars Piguet,Royal Oak Perpetual Calendar,unknown,Automatic,Rose gold,Rose gold,Unknown,New,unknown,41 mm,unknown
10671,"Audemars Piguet Royal Oak Selfwinding
41mm Rose Gold Blue Dial 15510OR.OO.D315CR.02 Audemars Piguet Royal Oak Selfwinding
""50th Anniversary"" Blue Dial Diamond Bezel 15551ST.ZZ.1356ST.02","$76,000",Audemars Piguet,Royal Oak Selfwinding,15510OR.OO.D315CR.02,Automatic,Rose gold,Crocodile skin,2023,New,unknown,41 mm,unknown
10673,"Audemars Piguet Royal Oak Perpetual Calendar
Black Ceramic 26579CE.OO.1225CE.01 Audemars Piguet Royal Oak Jumbo
Extra-Thin 50th Anniversary Steel Blue Dial 16202ST.OO.1240ST.01","$242,000",Audemars Piguet,Royal Oak Perpetual Calendar,26579CE.OO.1225CE.01,Automatic,Ceramic,Ceramic,Unknown,unknown,unknown,41 mm,unknown
10675,"Audemars Piguet Royal Oak Offshore Chronograph
Selfwinding Chronograph 26470OR.OO.1000OR.01 Audemars Piguet Royal Oak Selfwinding
Rose Gold Black Dial 41mm 15500OR.OO.1220OR.01 (P2019)","$85,500",Audemars Piguet,Royal Oak Offshore Chronograph,26470OR.OO.1000OR.01,Automatic,Rose gold,Rose gold,2016,Very good,unknown,42 mm,unknown
10677,"Audemars Piguet Royal Oak Jumbo
""Jumbo"" Extra-Thin Yellow Gold 50th Anniversary 16202BA.OO.1240BA.01 Audemars Piguet Royal Oak Perpetual Calendar
41mm Titanium Blue Dial 26574TI.OO.1220TI.01 (2020)","$205,000",Audemars Piguet,Royal Oak Jumbo,16202BA.OO.1240BA.01,Automatic,Yellow gold,Yellow gold,Unknown,New,unknown,39 mm,unknown
10679,"Audemars Piguet Royal Oak
Carolina Bucci 34mm Black Ceramic Rainbow Dial Limited to 300pcs 77350CE.OO.1266CE.02.A Audemars Piguet Royal Oak Chronograph
""50th Anniversary"" Rose Gold Blue Dial 26240OR.OO.D315CR.01","$92,000",Audemars Piguet,Royal Oak,77350CE.OO.1266CE.02.A,Automatic,Ceramic,Ceramic,2022,New,unknown,34 mm,unknown
10681,"Audemars Piguet Royal Oak Lady
37mm Steel Blue Dial Diamond Bezel 15451ST.ZZ.1256ST.03 Audemars Piguet Code 11.59
Perpetual Calendar 'Code 11.59' Blue Dial 26394OR.OO.D321CR.01","$52,800",Audemars Piguet,Royal Oak Lady,15451ST.ZZ.1256ST.03,Automatic,Steel,Steel,Unknown,New,unknown,37 mm,unknown
10683,"Audemars Piguet Royal Oak Offshore Lady
37 Steel Black Dial Diamond Bezel 26231ST.ZZ.D002CA.01 Audemars Piguet Royal Oak Chronograph
38mm White Gold Light Blue Dial 26317BC.OO.1256BC.01 Limited 100pcs","$43,990",Audemars Piguet,Royal Oak Offshore Lady,26231ST.ZZ.D002CA.01,Automatic,Steel,Rubber,2018,Very good,unknown,37 mm,unknown
10685,"Audemars Piguet Royal Oak Double Balance Wheel Openworked
Black Ceramic 15416CE.OO.1225CE.01 Audemars Piguet Royal Oak Selfwinding
Steel Blue Dial 37mm 15450ST.OO.1256ST.03","$315,000",Audemars Piguet,Royal Oak Double Balance Wheel Openworked,15416CE.OO.1225CE.01,Automatic,Ceramic,Ceramic,Unknown,unknown,unknown,41 mm,unknown
10687,"Audemars Piguet Royal Oak Chronograph
41mm Steel Blue Dial 26240ST.OO.1320ST.05 Audemars Piguet Royal Oak Perpetual Calendar
Grand Complications Perpetual Calendar Black Ceramic 26605CE.00.1248CE.98","$68,000",Audemars Piguet,Royal Oak Chronograph,26240ST.OO.1320ST.05,Automatic,Steel,Steel,2022,New,unknown,41 mm,unknown
10689,"Audemars Piguet Royal Oak Perpetual Calendar
41mm Titanium Blue Dial 26574TI.OO.1220TI.01 Audemars Piguet Royal Oak Offshore
Grand Complications White Ceramic 26582CB.OO.A010CA.01","$175,000",Audemars Piguet,Royal Oak Perpetual Calendar,26574TI.OO.1220TI.01,Automatic,Titanium,Titanium,2022,New,unknown,41 mm,unknown
10691,"Audemars Piguet Royal Oak Selfwinding
41mm 15400SR.OO.1220SR.01 Audemars Piguet Royal Oak Lady
Selfwinding 34mm Ladies' 77351OR.ZZ.1261OR.01","$56,900",Audemars Piguet,Royal Oak Selfwinding,15400SR.OO.1220SR.01,Automatic,Steel,Rose gold,2015,Very good,unknown,41 mm,unknown
10693,"Audemars Piguet Royal Oak Offshore Chronograph
Selfwinding Chronograph 26238TI.OO.A056CA.01 Audemars Piguet Royal Oak
Vintage Yellow Gold Champagne Dial 6008BA","$54,500",Audemars Piguet,Royal Oak Offshore Chronograph,26238TI.OO.A056CA.01,Automatic,Titanium,Rubber,2021,New,unknown,42 mm,unknown
10695,"Audemars Piguet Royal Oak Perpetual Calendar
Ultra-Thin 26586IP.OO.1240IP.01 Audemars Piguet Royal Oak Concept
Flying Tourbillon GMT Titanium 26589IO.OO.D030CA.01","$210,000",Audemars Piguet,Royal Oak Perpetual Calendar,26586IP.OO.1240IP.01,Automatic,Titanium,Titanium,Unknown,unknown,unknown,41 mm,unknown
10697,"Audemars Piguet Royal Oak Offshore Tourbillon Chronograph
Limited to 50pcs 26421OR.OO.A002CA.01 Audemars Piguet Royal Oak Offshore
Black Ceramic 26238CE.OO.1300CE.01","$435,000",Audemars Piguet,Royal Oak Offshore Tourbillon Chronograph,26421OR.OO.A002CA.01,Manual winding,Rose gold,Rubber,Unknown,New,unknown,45 mm,unknown
